Stomatepia pindu	YP_009590629
Muricea crassa	YP_009239137
Jakoba libera	YP_007890687
Andalucia godoyi	YP_007890504
Arborophila rufipectus	YP_002734979
Ariosoma shiroanago	YP_003345400
Scorpis lineolata	YP_003126968
Lipolagus ochotensis	NP_795731
Pelusios castaneus	YP_009113965
Benthodesmus tenuis	YP_008593706
Galdieria sulphuraria	YP_009051198
Boleophthalmus pectinirostris	YP_004935133
Uromastyx benti	YP_003668000
Alligator sinensis	NP_758782
Tropiocolotes tripolitanus	YP_009110492
Taractichthys steindachneri	YP_009164860
Neomysis japonica	YP_009158306
Cynoglossus trigrammus	YP_009116526
Periparus ater	YP_009116435
Melipona scutellaris	YP_009115749
Upogebia yokoyai	YP_009112291
Atlantoraja castelnaui	YP_009112280
Sillago aeolus	YP_009112189
Cirrhinus mrigala x Labeo rohita	YP_009112098
Stenodactylus petrii	YP_009110545
Uroplatus ebenaui	YP_009110532
Lepidodactylus lugubris	YP_009110519
Ifremeria nautilei	YP_009050253
Polyplectron napoleonis	YP_009049459
Metaphire vulgaris	YP_009020897
Gymnodiptychus pachycheilus	YP_009019955
Breviceps adspersus	YP_009000531
Leptomyrmex pallens	YP_008963756
Brachycybe lecontii	YP_008378740
Appalachioria falcifera	YP_008378731
Abacion magnum	YP_008378714
Setipinna taty	YP_007517163
Moolgarda cunnesius	YP_006303652
Taenia martis	YP_007375120
Platygyra carnosa	YP_007317718
Kaloula borealis	YP_007317643
Callitettix versicolor	YP_007317455
Herpele squalostoma	YP_007024984
Angiostrongylus vasorum	YP_006702537
Macrotermes barneyi	YP_006702499
Chrysochir aureus	YP_005352770
Caretta caretta	YP_005296178
Eremias argus	YP_005097953
Harengula jaguana	YP_005087661
Caulophryne pelagica	YP_004857915
Trigonostigma espei	YP_004465065
Corallium konojoi	YP_004376728
Corallium japonicum	YP_004376714
Desmophyllum pertusum	YP_004237307
natural gynogenetic Carassius auratus red var.	YP_003058367
Gillichthys mirabilis	YP_003002315
Chiloscyllium plagiosum	YP_002808539
Malcus inconspicuus	YP_002735032
Onchidella celtica	YP_002791081
Lama guanicoe	YP_002456361
Paretroplus maculatus	YP_002154558
Chirolophis japonicus	YP_009170038
Caulophryne jordani	NP_739765
Scaphirhynchus albus x Scaphirhynchus platorynchus	YP_009257153
Epinephelus moara x Hyporthodus septemfasciatus	YP_009256964
Idea leuconoe	YP_009259146
Lateolabrax latus	YP_009259134
Odontamblyopus lacepedii	YP_009259121
Sillago sinica	YP_009259108
Dopasia gracilis	YP_009258921
Schoeniclus elegans	YP_009258908
Lophonectes gallus	YP_009258895
Crossorhombus valderostratus	YP_009258882
Bothus myriaster	YP_009258869
Cynoglossus zanzibarensis	YP_009258856
Libiocoris heissi	YP_009258842
Aradus compar	YP_009258829
Aneurus sublobatus	YP_009258816
Aneurus similis	YP_009258803
Conus capitaneus	YP_009258343
Lethrinus laticaudis	YP_009258332
Tubastraea tagusensis	YP_009258329
Cyprinodon diabolis	YP_009257796
Acipenser nudiventris	YP_009257783
Mus famulus	YP_009257681
Ilyonectria destructans	YP_009257658
Aglaiogyrodactylus forficulatus	YP_009257644
Haliclystus antarcticus	YP_009257426
Lamprotula caveata	YP_009257412
Beaufortia kweichowensis	YP_009257401
Telmatobius chusmisensis	YP_009257373
Angiostrongylus malaysiensis	YP_009257367
Eothenomys miletus	YP_009257262
Sinobatis borneensis	YP_009257166
Scaphirhynchus platorynchus	YP_009257140
Acipenser fulvescens	YP_009257127
Scaphirhynchus albus	YP_009257114
Netuma thalassina	YP_009257101
Pseudobalistes fuscus	YP_009257075
Pagothenia borchgrevinki	YP_009257062
Schyzocotyle nayarensis	YP_009256958
Schyzocotyle acheilognathi	YP_009256946
Phaethornis malaris	YP_009256166
Florisuga fusca	YP_009256153
Calliphlox amethystina	YP_009256140
Heliodoxa aurescens	YP_009256127
Rediviva intermixta	YP_009256113
Morone americana	YP_009256002
Syngnathus typhle	YP_009255976
Datnioides microlepis	YP_009255964
Anthopleura midori	YP_009255850
Anguis cephallonica	YP_009255830
Cichla ocellaris	YP_009255817
Pateobatis jenkinsii	YP_009255804
Placobdella lamothei	YP_009255782
Creobroter gemmatus	YP_009255751
Tenodera sinensis	YP_009255738
Mantis religiosa	YP_009255725
Tylomelania sarasinorum	YP_009255706
Reticulitermes labralis	YP_009255686
Stygobromus indentatus	YP_009255672
Datnioides undecimradiatus	YP_009255574
Lamprotula scripta	YP_009255559
Creontiades dilutus	YP_009255547
Cynoglossus joyneri	YP_009255535
Rhynchobatus australiae	YP_009255509
Melanotaenia praecox	YP_009255496
Hippocampus mohnikei	YP_009255468
Melanagromyza sojae	YP_009255401
Onychodactylus zhaoermii	YP_009131406
Trichopodus trichopterus	YP_009256181
Sinocrossocheilus labiatus	YP_009255416
Leiolepis reevesii	YP_009034272
Crossorhombus azureus	YP_008592404
Atractosteus spatula	YP_636986
Ciona intestinalis B CG-2006	YP_006341036
Amblyomma fimbriatum	YP_006234431
Bothriocroton undatum	YP_006234405
Bothriocroton concolor	YP_006234392
Amblyomma sphenodonti	YP_006234051
Mauremys sinensis	YP_005088188
Acestrorhynchus sp. NM-2010	YP_004717939
Gymnorhamphichthys sp. NM-2010	YP_004717926
Micralestes sp. NM-2010	YP_004717913
Ichthyborus sp. NM-2010	YP_004717900
Myleus sp. NM-2010	YP_004717887
Lebiasina astrigata	YP_004717874
Clarias sp. NM-2010	YP_004717861
Centromochlus perugiae	YP_004717848
Pterygoplichthys disjunctivus	YP_004717835
Amphilius sp. NM-2010	YP_004717822
Amblydoras gonzalezi	YP_004717809
Tetranematichthys quadrifilis	YP_004716842
Hydrosaurus amboinensis	YP_003667949
Carassius gibelio	YP_003667936
Thunnus obesus	YP_003587610
Thunnus thynnus	YP_003587397
Heteroconger hassi	YP_003345361
Microcanthus strigatus	YP_003162748
Enoplosus armatus	YP_003162735
Hypselecara temporalis	YP_002154441
Pempheris schwenkii	YP_009116617
Heterotermes validus	YP_009250715
Heterotermes cf. occiduus 3.15.2AUS	YP_009250650
Heterotermes cf. occiduus 3.12.2.AUS	YP_009250637
Heterotermes nr. tenuis COL.4PUERTO	YP_009250624
Heterotermes malabaricus	YP_009250611
Heterotermes cf. paradoxus AUS121	YP_009250585
Heterotermes cf. paradoxus AUS103	YP_009250572
Heterotermes cf. paradoxus AUS88	YP_009250559
Coptotermes remotus	YP_009250507
Trichiosoma anthracinum	YP_009240110
Pseudohynobius shuichengensis	YP_009227447
Nephrops norvegicus	YP_009112545
Pseudosiderastrea formosa	YP_009122410
Labeo fimbriatus	YP_009116284
Schizopygopsis pylzovi	YP_009116073
Schizothorax davidi	YP_009116060
Lygus hesperus	YP_009050241
Botrylloides violaceus	YP_009040160
Ixodes pavlovskyi	YP_009020698
Sagittarius serpentarius	YP_009019746
Phodilus badius	YP_009019733
Antricola mexicanus	YP_008999617
Nidirana okinavana	YP_008816350
Babina subaspera	YP_008816338
Babina holsti	YP_008816325
Euplexaura crassa	YP_007516966
Echinogorgia complexa	YP_007516952
Dendronephthya mollis	YP_007516938
Lampadena atlantica	YP_007375011
Neoscopelus macrolepidotus	YP_007374998
Scopelengys tristis	YP_007374985
Puntius snyderi	YP_007353884
Puntius semifasciolatus	YP_007353871
Psettodes erumei	YP_007317469
Trichuris ovis	YP_006702472
Trichuris discolor	YP_006702459
Thelazia callipaeda	YP_006576256
Sardinella albella	YP_005089302
Sundasalanx praecox	YP_005089289
Clupeichthys goniognathus	YP_005089237
Tenualosa thibaudeaui	YP_005089211
Ehirava fluviatilis	YP_005089115
Gudusia chapra	YP_005089089
Ethmidium maculatum	YP_005088884
Clupeoides borneensis	YP_005088871
Escualosa thoracata	YP_005088762
Clupeichthys perakensis	YP_005088749
Tenualosa toli	YP_005088597
Potamothrissa obtusirostris	YP_005088501
Konosirus punctatus	YP_005088453
Potamothrissa acutirostris	YP_005088235
Microthrissa royauxi	YP_005088156
Odaxothrissa losera	YP_005088074
Potamalosa richmondia	YP_005087892
Sprattus antipodum	YP_005087879
Hyperlophus vittatus	YP_005087853
Sprattus muelleri	YP_005087757
Semirossia patagonica	YP_004935469
Bathyteuthis abyssicola	YP_004935449
Bathyteuthis abyssicola	YP_004935438
Hoplobatrachus tigerinus	YP_003934276
Sasakia charonda	YP_003708365
Micropterus dolomieu	YP_002274334
Psilorhynchus homaloptera	YP_002221330
Pseudopungtungia nigra	YP_002149693
Thunnus alalunga	NP_955707
Katsuwonus pelamis	NP_955694
Arcos sp. KU 149	NP_740155
Corvus frugilegus	NP_008538
Onychomys leucogaster	YP_009240982
Taeniogonalos taihorina	YP_009164252
Cetonurus globiceps	YP_009154868
Rana sylvatica	YP_009144128
Gekko chinensis	YP_009142703
Pygoplites diacanthus	YP_009122693
Lagocephalus spadiceus	YP_009115624
Leiolepis boehmei	YP_009112521
Saurida wanieso	YP_009112254
Hemidactylus bowringii	YP_009112228
Orius sauteri	YP_009048940
Lygus lineolaris	YP_008379334
Aesopia cornuta	YP_008379257
Rondotia menciana	YP_008379165
Lophiogobius ocellicauda	YP_007627137
Perccottus glenii	YP_007475313
Phrynocephalus axillaris	YP_007475108
Bufo tibetanus	YP_007317695
Pararasbora moltrechti	YP_007026022
Leuciscus waleckii	YP_006884138
Trichiurus lepturus nanhaiensis	YP_006883696
Oncorhynchus keta	YP_006280896
Oncicola luehei	YP_005097939
Hydropotes inermis	YP_002456348
Epinephelus moara x Epinephelus lanceolatus	YP_009255938
Anaxarcha zhengi	YP_009255764
Elusor macrurus	YP_009254332
Proscyllium habereri	YP_009254319
Rhina ancylostoma	YP_009254306
Diaphorina citri	YP_009254292
Conus gloriamaris	YP_009254279
Rugosa emeljanovi	YP_009254183
Rhabdophis tigrinus	YP_009254170
Takydromus amurensis	YP_009254157
Helice tientsinensis	YP_009253812
Sesarmops sinensis	YP_009253799
Cryptocercus kyebangensis	YP_009253517
Achatinella mustelina	YP_009253503
Ginglymostoma cirratum	YP_009253492
Horabagrus brachysoma	YP_009253479
Mystus cavasius	YP_009253466
Porites lobata	YP_009253463
Laonastes aenigmamus	YP_009253356
Protobothrops tokarensis	YP_009253331
Protobothrops flavoviridis	YP_009253318
Capricornis sp. YZ-2016	YP_009253220
Vollenhovia emeryi	YP_009253039
Coregonus chadary	YP_009253028
Arctotherium sp.	YP_009253015
Melanotaenia australis	YP_009252816
Caryanda sp. ZH-2016	YP_009252446
Exilisciurus exilis	YP_009252153
Callosciurus adamsi	YP_009252140
Lariscus insignis	YP_009252127
Bicellonychia lividipennis	YP_009251339
Cephalopholis urodeta	YP_009251301
Bactericera cockerelli	YP_009251204
Anomaloglossus baeobatrachus	YP_009251192
Gyrodactylus kobayashii	YP_009251072
Microhyla butleri	YP_009251053
Macrophthalmus japonicus	YP_009251043
Pyrhila pisum	YP_009251025
Cimex lectularius	YP_009250832
Rana amurensis	YP_009250821
Ptyas mucosa	YP_009250807
Namalycastis abiuma	YP_009250792
Phyllidia ocellata	YP_009250779
Rhinotermes hispidus	YP_009250754
Reticulitermes nelsonae	YP_009250741
Reticulitermes grassei	YP_009250728
Heterotermes vagus	YP_009250702
Heterotermes tenuis	YP_009250689
Heterotermes tenuior	YP_009250676
Heterotermes platycephalus	YP_009250663
Heterotermes crinitus	YP_009250598
Coptotermes travians	YP_009250546
Coptotermes sjoestedti	YP_009250533
Coptotermes sepangensis	YP_009250520
Coptotermes michaelseni	YP_009250494
Coptotermes kalshoveni	YP_009250481
Coptotermes heimi	YP_009250468
Coptotermes gestroi	YP_009250455
Coptotermes frenchi	YP_009250442
Coptotermes elisae	YP_009250429
Coptotermes amanii	YP_009250416
Kajikia albida	YP_009250404
Tetrapturus georgii	YP_009250391
Tetrapturus belone	YP_009250378
Tetrapturus pfluegeri	YP_009250365
Makaira nigricans	YP_009250352
Ostracion rhinorhynchos	YP_009250339
Chromodoris quadricolor	YP_009250324
Shelfordella lateralis	YP_009250312
Panchlora nivea	YP_009250299
Gromphadorhina portentosa	YP_009250286
Crassostrea iredalei	YP_003541098
Trichoderma gamsii	YP_009254344
Plasmodium chabaudi chabaudi	XP_016655123
Philesturnus carunculatus	YP_009227565
Turdus philomelos	YP_009227617
Zosterops lateralis	YP_009227604
Rhipidura fuliginosa	YP_009227591
Prosthemadera novaeseelandiae	YP_009227578
Petroica macrocephala	YP_009227552
Petroica australis	YP_009227539
Notiomystis cincta	YP_009227525
Gerygone igata	YP_009227512
Poodytes punctatus	YP_009227499
Anthus novaeseelandiae	YP_009227486
Gastrothylax crumenifer	YP_009164293
Clarias gariepinus	YP_009160666
Conus tulipa	YP_009158734
Colletotrichum fioriniae	YP_009251090
Lecanora strobilina	YP_009251086
Dirofilaria repens	YP_009249438
Macropodus erythropterus	YP_009247034
Thryssa kammalensis	YP_009246605
Hypsugo alaschanicus	YP_009246592
Nemipterus bathybius	YP_009246579
Galaxias truttaceus	YP_009245736
Rattus tiomanicus	YP_009245643
Oligolophus tienmushanensis	YP_009245628
Elagatis bipinnulata	YP_009245137
Amynthas jiriensis	YP_009245122
Eremias stummeri	YP_009245111
Salvelinus kuznetzovi	YP_009245098
Dactylomys dactylinus	YP_009245085
Nibea miichthioides	YP_009245072
Amynthas moniliatus	YP_009244963
Amynthas robustus	YP_009244950
Amynthas pectiniferus	YP_009244937
Metaphire guillelmi	YP_009244924
Amynthas triastriatus	YP_009244911
Duplodicodrilus schmardae	YP_009244898
Amynthas cucullatus	YP_009244885
Amynthas morrisi	YP_009244872
Amynthas hupeiensis	YP_009244859
Amynthas carnosus	YP_009244846
Dendrocopos leucotos	YP_009244835
Myotis lucifugus	YP_009243535
Cucullaea labiata	YP_009243521
Falco naumanni	YP_009243436
Cubiceps squamiceps	YP_009243423
Loxodon macrorhinus	YP_009243397
Pholis fangi	YP_009243384
Pholis nebulosa	YP_009243371
Episoriculus macrurus	YP_009243358
Heterakis gallinarum	YP_009243344
Heterakis beramporia	YP_009243332
Regulus regulus	YP_009243321
Mogera robusta	YP_009243308
Etroplus suratensis	YP_009243184
Hemiculter bleekeri	YP_009243171
Zaedyus pichiy	YP_009184519
Tolypeutes tricinctus	YP_009184506
Tolypeutes matacus	YP_009184493
Tamandua mexicana	YP_009184480
Priodontes maximus	YP_009184467
Myrmecophaga tridactyla	YP_009184454
Euphractus sexcinctus	YP_009184441
Dasypus yepesi	YP_009184428
Dasypus septemcinctus	YP_009184415
Dasypus sabanicola	YP_009184402
Dasypus pilosus	YP_009184389
Dasypus kappleri	YP_009184376
Dasypus hybridus	YP_009184363
Cyclopes didactylus	YP_009184350
Chlamyphorus truncatus	YP_009184337
Chaetophractus villosus	YP_009184324
Chaetophractus vellerosus	YP_009184311
Calyptophractus retusus	YP_009184298
Cabassous unicinctus	YP_009184285
Cabassous tatouay	YP_009184272
Cabassous chacoensis	YP_009184259
Cabassous centralis	YP_009184246
Bradypus torquatus	YP_009184233
Bradypus pygmaeus	YP_009184220
Naesiotus nux	YP_009184217
Limonius californicus	YP_009183790
Sphyrna tiburo	YP_009182755
Bradypus variegatus	YP_009182340
Melanotaenia boesemani	YP_009176476
Colletotrichum acutatum	YP_009145213
Procambarus alleni	YP_009180605
Passalurus ambiguus	YP_009178984
Turnagra capensis	YP_009178869
Muricea purpurea	YP_009239151
Labeo pangusia	YP_009235256
Labeo boggut	YP_009235243
Labeo nasus	YP_009235230
Akrokolioplax bicornis	YP_009235217
Tariqilabeo burmanicus	YP_009235191
Cirrhinus reba	YP_009235178
Crossocheilus langei	YP_009235152
Cobitis matsubarai	YP_009235126
Bhavania australis	YP_009235113
Pseudogastromyzon myersi	YP_009235100
Luciocyprinus striolatus	YP_009235061
Danio albolineatus	YP_009241342
Pomatorhinus ruficollis	YP_009241239
Plagiorhynchus transversus	YP_009241142
Polyacanthorhynchus caballeroi	YP_009241130
Centrorhynchus aluconis	YP_009241118
Condylura cristata	YP_009241008
Copadichromis virginalis	YP_009240995
Nannopterum brasilianus	YP_009240952
Brachycladium goliath	YP_009240938
Fejervarya multistriata	YP_009240901
Simulium aureohirtum	YP_009240887
Megalobrama terminalis x Megalobrama amblycephala	YP_009240875
Octopus conispadiceus	YP_009240665
Nemateleotris decora	YP_009240519
Mylochromis lateristriga	YP_009240326
Galaxias platei	YP_009240313
Tridentiger trigonocephalus	YP_009240300
Chionodraco hamatus	YP_009240287
Haemonchus placei	YP_009240273
Cheilopogon atrisignis	YP_009239976
Cheilopogon arcticeps	YP_009239963
Cheilopogon unicolor	YP_009239950
Myzus persicae	YP_009239936
Leptodius sanguineus	YP_009239922
Ocypode cordimanus	YP_009239909
Octopus bimaculoides	YP_009239886
Chanodichthys ilishaeformis	YP_009239872
Rhodeus notatus	YP_009239758
Lepisosteus platyrhincus	YP_009239719
Plotosus lineatus	YP_009239706
Polynemus dubius	YP_009239465
Glyptothorax zanaensis	YP_009239452
Schizothorax grahami	YP_009239439
Ancherythroculter kurematsui	YP_009239426
Motacilla lugens	YP_009239298
Amphioctopus aegina	YP_009239286
Apostichopus parvimensis	YP_009239165
Galaxea fascicularis	YP_009239136
Porites lutea	YP_009239111
Osteochilus hasseltii	YP_009235139
Aperioptus gracilentus	YP_009235087
Metorchis orientalis	YP_009169741
Conus tribblei	YP_009166765
Nihonotrypaea japonica	YP_007475324
Corallianassa coutierei	YP_007317378
Lucilia sericata	YP_001425540
Colletotrichum tamarilloi	YP_009239413
Hyla ussuriensis	YP_009233490
Spiniphilus spinicornis	YP_009236874
Hormaphis betulae	YP_009236613
Trimeresurus sichuanensis	YP_009236602
Nebrius ferrugineus	YP_009236589
Triplophysa xiangxiensis	YP_009236576
Lepidodesma languilati	YP_009236561
Scolopsis vosmeri	YP_009236464
Campylorhynchus brunneicapillus	YP_009236171
Stegostoma fasciatum	YP_009236146
Dentex tumifrons	YP_009236133
Cyclina sinensis	YP_009236118
Myodes rufocanus	YP_009236107
Lonchura striata	YP_009236081
Pungitius platygaster	YP_009236068
Pungitius laevis	YP_009236055
Pungitius tymensis	YP_009236042
Pungitius hellenicus	YP_009236029
Yuhina diademata	YP_009235708
Sphyraena jello	YP_009235695
Parapocryptes serperaster	YP_009235410
Acrossocheilus paradoxus	YP_009235311
Crossocheilus atrilimes	YP_009235204
Labeo altivelis	YP_009235165
Schistura geisleri	YP_009235074
Gloydius shedaoensis	YP_009234328
Triplophysa dorsalis	YP_009234315
Myotis muricola	YP_009234302
Aegista aubryana	YP_009234181
Kaloula rugifera	YP_009233477
Compsorhipis davidiana	YP_009233463
Taenioides anguillaris	YP_009233363
Paguma larvata	YP_009233337
Trochalopteron affine	YP_009233324
Hemigaleus microstoma	YP_009233228
Cephaloscyllium umbratile	YP_009233215
Priacanthus tayenus	YP_009232628
Hemiculter eigenmanni	YP_009232615
Squalidus multimaculatus	YP_009232602
Lefua costata	YP_009232576
Ninox scutulata	YP_009232563
Larus vegae	YP_009232550
Zebrias crossolepis	YP_009232537
Tlacuatzin canescens	YP_009232524
Aulonocara stuartgranti	YP_009232511
Buteo hemilasius	YP_009232324
Lagocephalus inermis	YP_009232311
Epomophorus gambianus	YP_009232298
Buccinum pemphigus	YP_009232209
Mauremys nigricans	YP_009232011
Periophthalmus argentilineatus	YP_009231998
Tegula lividomaculata	YP_009231983
Bolma rugosa	YP_009231970
Embiotoca jacksoni	YP_009231719
Sturnus vulgaris	YP_009231693
Falco rusticolus	YP_009231680
Camponotus atrox	YP_009231649
Lutjanus guttatus	YP_009231544
Plestiodon chinensis	YP_009231531
Hippocampus spinosissimus	YP_009231505
Hippocampus kelloggi	YP_009231492
Toxabramis houdemeri	YP_009231479
Myotis myotis	YP_009231393
Passer ammodendri	YP_009231367
Pictichromis paccagnellae	YP_009231354
Callipepla squamata	YP_009231317
Triplophysa venusta	YP_009230540
Synthliboramphus wumizusume	YP_009230514
Oedaleus infernalis	YP_009230500
Hierodula formosana	YP_009230487
Tamiops maritimus	YP_009230475
Okamejei hollandi	YP_009230462
Pseudorhombus dupliciocellatus	YP_009230449
Spizixos semitorques	YP_009230423
Redigobius bikolanus	YP_009230410
Parupeneus chrysopleuron	YP_009229585
Anoplophora chinensis	YP_009229166
Amblychaeturichthys hexanema	YP_009229141
